fid,OBJECTID,Name,Contact,Address,Longitude,Lattitude
785,104382,MUSLIM GRAMMAR SCHOOL,,"Farooq Gunj Mohalla, Lahore, Pakistan",74.3272173,31.5901234
786,104383,Z.A School System,,"Lahore, Pakistan",74.3286372,31.5888834
787,104386,ZA SCHOOL SYSTEM,,"Farooq Gunj Mohalla, Lahore, Pakistan",74.3278708,31.5899762
788,104686,Government Girls High School,,"Qila Gujjar Singh, Lahore, Pakistan",74.331522,31.5663782
789,105027,JAMIA USMANIA,+92 303 4004367,"Australia Masjid,, McLeod Rd, Lahore, Pakistan",74.3334942,31.576142
790,105066,Government Girls High School (Neela School),,"Aziz Road, Misri Shah, Lahore, Lahore 54900, Pakistan",74.3324715,31.586455
791,105155,St Don Bosco Catholic Church,,"Qila Gujjar Singh, Lahore, Pakistan",74.3347359,31.5672832
792,105178,Saint Andrews High School,,"Empress Rd, Shahra-e-Bin Badees, Mayo Gardens, Lahore, Punjab, Lahore, Pakistan",74.3359,31.56685
793,105194,ayesha saddiqua women collage,,"near, دارالحجاج، Nicholson Rd, Lahore, Pakistan",74.3343693,31.5707147
794,105204,International Institute Of Technology,,"Nicholson Rd, Lahore, Pakistan",74.33382304,31.57125634
795,105208,NS Model Girls High School,,"Nicholson Rd, Naulakha, Gawal Mandi, Lahore, Punjab, Lahore, Pakistan",74.33396624,31.57134134
796,105211,Government Muslim League High School,,"Empress Rd, Lahore, Pakistan",74.3355323,31.5703849
797,105222,Kinnaird Academy,,"2 Empress Rd, Lahore, Pakistan",74.3343693,31.5738443
798,105282,Zia-Ul-Aloom,+92 42 37280034,"10, Isa St, Lahore, Pakistan",74.334421,31.5820911
799,105293,Govt. Model Girls High School,,"Near Elahi Park, Lahore, Pakistan",74.3355252,31.5879562
800,105310,Sweet Ways Public School (Zainab Campus),+92 42 37607744,"135-, Shad Bagh Underpass, Lahore, Pakistan",74.3357783,31.6011471
801,105311,Jaggo Institute Of Science & Commerce,+92 345 7772727,"Rajput Park, Lahore, Pakistan",74.3358279,31.601941
802,105316,Alsehar Foundation Girls High School,,"Badami Bagh, Lahore, Pakistan",74.33440502,31.60528672
803,105371,Govt. Kinnaird Girls High School,,"5 Empress Rd, Lahore, Pakistan",74.3358357,31.5729845
804,105464,Al Haq School System,,"Wassan Pura, Lahore, Pakistan",74.336602,31.588563
805,105466,Govt. Kashmir Middle Girl High School,,"Allah Bukhsh St, Lahore, Pakistan",74.3359637,31.5892905
806,105543,Our Tree School,+92 42 37104584,"Tripe Road Gol Bagh, Shadbagh, Lahore, Pakistan",74.3363283,31.6006199
807,105557,Moon Star Boys & Girls Hight School,,"Lahore, Pakistan",74.3363356,31.6044006
808,105560,Govt Girl High School Lah,,"Lahore, Pakistan",74.3369616,31.6076262
809,105577,Green Land High School,,"Plot 3, Davis Rd, Mayo Gardens, Lahore 54000, Pakistan",74.336854,31.5628766
810,105578,Native School System,,"Muhammad Nagar, Lahore, Pakistan",74.3383402,31.5630325
811,105622,Edge System International,+92 321 4227721,"84 Allama Iqbal Rd, Lahore, Pakistan",74.33754999,31.57263262
812,105636,Goverment High School,,"Chamra Mandi (Hide Market), Lahore, Pakistan",74.3379094,31.5813137
813,105639,Al-hamd Science Academy,+92 333 4288540,"Pak Nagar, Lahore, Pakistan",74.3384327,31.5834453
814,105641,London Academic Plan School Chah Miran,+92 42 37609355,"Chah Miran Rd, Lahore, Pakistan",74.337738,31.5870822
815,105645,Heaven School System,,"Wassan Pura, Lahore, Pakistan",74.3386034,31.5865798
816,105649,Modern Standard School,+92 337 8641088,"14/A Opp. Shafi Park, Wassan Pura, Lahore., Lahore, Pakistan",74.3378346,31.5874301
817,105652,Modren Public High School,,"Wassan Pura, Lahore, Pakistan",74.3379328,31.5874284
818,105683,BLUES School,+92 42 37288609,"440, Amir Rd, Lahore, Pakistan",74.337624,31.597111
819,105685,Engineer Bilal Academy,+92 321 4778865,"512 -C near Al- Falah Bank, Lahore, Pakistan",74.3393168,31.597142
820,105710,IS Public Cadet High School,,"296-295, Main Rd, New Shad Bagh, Shad Bagh, Lahore, Punjab, Lahore 54000, Pakistan",74.33887116,31.59903595
821,105715,junior campus high school,+92 42 37285772,"167, Shad Bagh Underpass, Lahore, Pakistan",74.3393366,31.6003256
822,105718,St. Joseph High School Shad Bagh,+92 42 37280335,"162 Iqbal Road, Lahore 54000, Pakistan",74.3384884,31.6005611
823,105724,ALLIED SCHOOL,,"Shad Bagh, Lahore, Pakistan",74.3393775,31.6016974
824,105763,Decent School,,"Muhammad Nagar, Lahore, Pakistan",74.3396851,31.563903
825,105829,Allied School Shadbagh Campus,+92 321 6220256,"New-Shad Bagh, Lahore, Pakistan",74.3404216,31.5961788
826,105835,laps london academic plan school,+92 301 4504905,"Shad Bagh, Lahore, Pakistan",74.3396276,31.599384
827,105840,Step In Academy,+92 42 37285564,"250-D, Shad Bagh Underpass, Lahore, Pakistan",74.340434,31.598934
828,105841,"Government Vocational Training Institute, Shadbagh, Lahore. (TEVTA)",,"Shad Bagh, Lahore, Pakistan",74.3396662,31.6000089
829,105848,AMS School,,"Shad Bagh, Lahore, Pakistan",74.3394613,31.6002796
830,105852,"The Educators, Sahar Campus II",+92 42 37287070,"11-13 G, Amir Road، Shadbagh، Lahore, Pakistan",74.3408608,31.6006768
831,105853,The Educators,,"Shad Bagh, Lahore, Pakistan",74.3405342,31.6008621
832,105854,Sweet Ways Public High School Main Branch(Yousaf Campus),,"9-G, Shad Bagh Underpass, Lahore, Pakistan",74.3406844,31.6007799
833,105855,Bright Ways Public High School,+92 42 37280289,"37, Lahore, Pakistan",74.34076889,31.60099127
834,105887,Lady Griffin High School,,"Garhi Shahu, Lahore, Pakistan",74.3415765,31.5703401
835,105904,Wissen Academy,+92 322 4248874,"House # 20-A, Street 47, Sahuwari Road, Divisional Superintendent Office، Lahore 56000, Pakistan",74.341701,31.573023
836,105919,Government Girls Middle School Sultanpura,,"Sultan Pura, Lahore 54900, Pakistan",74.3417466,31.5836366
837,105935,Govt. High School Chah Miran,,"Chah Miran, Lahore, Pakistan",74.3418914,31.5909949
838,105938,Al-Zumar High School,,"Makhan Pura, Lahore, Pakistan",74.3425378,31.59301
839,105966,Islah Mashra High School,,"Shadbagh Rd, Lahore, Pakistan",74.34231922,31.59788328
840,105967,The Bridge Grammar School,,"Lahore, Pakistan",74.3422471,31.5976666
841,105974,Dar-e-Arqam High School,,"Chohdry Shokat Street, Lahore, Pakistan",74.3427014,31.5991624
842,105975,ZAIB Academy,+92 324 4989935,"H NO.62 Akram Park Shad Bagh, Lahore 54000",74.342124,31.600548
843,105979,The Spirit School,+92 42 37104763,"Gol Bagh Main Rd, Lahore, Pakistan",74.3416178,31.5989808
844,106073,American Lycetuff School,+92 42 36293373,"Muhammad Nagar، Lahore 54000, Pakistan",74.3435671,31.5650935
845,106075,Eurasia Model High School,,"Iqbal Rd, Lahore, Punjab, Lahore, Pakistan",74.34407998,31.56516962
846,106095,Ivars High School,+92 42 36816240,"G.T. Rd, Lahore, Pakistan",74.3441648,31.57967
847,106101,Pak Model Girls High School,,street no.27 house no.1، Lahore 54900,74.3434444,31.5836332
848,106138,Lisc Academy,+92 321 7608787,"Azeem Electric Market Rd, Lahore, Pakistan",74.3438427,31.6024333
849,106139,The Lisc High School,,"azeem park, Amir Rd, Lahore, Pakistan",74.3441726,31.6024027
850,106142,The U.K Grammar School Jhugian,,"Unnamed Rd, Jhuggian Jodha, Jhuggian Jodha, Pakistan",74.3435547,31.6185941
851,106155,Govt Al-Khair Girls Middle School,,"Durand Rd, Garhi shahu, Mayo Gardens, Lahore, Punjab, Lahore, Pakistan",74.3451637,31.5635627
852,106180,Railway High School,,"Jinnah Colony, Baghbanpura, Lahore, Punjab, Lahore, Pakistan",74.34652,31.57271
853,106182,P.R. ST. Andrew's High School,+92 321 4892055,"G.T. Rd, Lahore, Pakistan",74.3450007,31.5776079
854,106183,Saint Andrews High School,,"45, GT Rd, Begumpura, Baghbanpura, Lahore, Punjab, Lahore, Pakistan",74.34543,31.57755
855,106186,S.M Model School,,"19, Lahore, Pakistan",74.3466012,31.5781263
856,106188,"Goverment M.C Model High School, Tezab Ahata",,"Tezab Ahata Rd, Lahore, Pakistan",74.34607774,31.58037087
857,106203,Nestors Academy,+92 344 4800806,"Street# 18 Are wali gali hakeem parak iqbal raod chah miran, Lahore pakistan., Lahore 54900, Pakistan",74.345844,31.585632
858,106218,Allama Iqbal School,,"Makhan Pura, Chah Miran Rd, Lahore, Pakistan",74.3457484,31.5888655
859,106235,Taha Education Centre,+92 333 4903983,"Imam Ghazali Rd, Lahore, Pakistan",74.3457035,31.59279337
860,106236,Lawrance Academy,,"Chah Miran, Lahore, Pakistan",74.3452888,31.5941746
861,106282,M.C Girls High School,,"Sarmad Street No. 6, Lahore, Pakistan",74.3477654,31.5666616
862,106287,P.R High School,,"Hope Rd, Lahore, Pakistan",74.3472002,31.5737101
863,106317,prime tuition services,+92 331 4483780,"Iqbal Rd, Lahore, Pakistan",74.347262,31.5851145
864,106321,Our Own Model High School,,"Chah Miran, Lahore, Pakistan",74.3467247,31.5854703
865,106325,Govt. Boys high school.,,"Chah Miran, Lahore, Pakistan",74.3467999,31.592119
866,106342,Saint Anthony Parish High School,,"Sher Shah Rd, Wasanpura Scheme 2, Shad Bagh, Lahore, Punjab, Lahore, Pakistan",74.3481839,31.5971657
867,106357,Beghum Naseem Khan Girls High School,,"Railway Stadium Road, Lahore, Pakistan",74.34872825,31.56667523
868,106388,Lawrence College The IGS Lahore,+92 42 37606097,"Z Block, Shad Bagh, Street Number 6, Lahore 54900, Pakistan",74.34926791,31.59662591
869,106394,Oxford High School,,"Lahore, Pakistan",74.349187,31.59675
870,106396,Oxford English School,+92 42 37602702,"Scheme No. 2, Lahore, Pakistan",74.3493225,31.5967691
871,106402,Well Graduate High School,,"Bhagat Pura, Lahore, Pakistan",74.3489828,31.6028079
872,106406,Ayat Grammar School,+92 323 4848243,"Nawazish St, Lahore, Pakistan",74.35030303,31.56366882
873,106411,Lahore Model High School,,"Garhi Shahu, Lahore, Pakistan",74.35176806,31.56369584
874,106413,Allied School,,"Mughalpura, Lahore, Pakistan",74.3501808,31.5754137
875,106420,Government Primary School,,"Lahore, Pakistan",74.3517995,31.5768719
876,106439,Scholars Creativity School,,"Chah Miran Rd, Lahore, Pakistan",74.3511745,31.5876454
877,106450,The Knowledge Point School,,"Bhagat Pura, Lahore, Pakistan",74.3515182,31.6011942
878,106452,Sun Shine Public High School,+92 320 4896651,"Bhagat Pura, Lahore, Pakistan",74.3516443,31.6011574
879,106476,Sadat Academy,+92 300 4284811,"Prince Pervez's Tomb,, Lahore, Pakistan",74.3534145,31.5898431
880,106517,University Junior Model School,,"Lahore, Pakistan",74.3547875,31.5828586
881,106518,Govt. Comprehensive Higher Secondary School,,"Ghoray Shah Rd, Lahore, Pakistan",74.3547579,31.5842604
882,106550,Institute Of Business and Management (IBM),+92 331 8620689,"Lahore, Pakistan",74.3568635,31.5785492
883,106555,"Civil Engineering Department, University of Engineering and Technology Lahore",+92 42 99029202,"34 Street 15, Lahore, Pakistan",74.3571823,31.5792278
884,106563,Paragon Academy & School,+92 42 36857258,"Kot Khawaja Saeed, Lahore, Pakistan",74.3571424,31.5903072
885,106579,Radiant Model High School,,"Lahore, Pakistan",74.357113,31.5983388
886,106587,Awan Tution Center Near UET Lahore Mumtaz Awan,+92 345 8169947,"G. T. Road, Lahore, Pakistan",74.3578559,31.575983
887,106609,Quaid-e-Azam Memorial School,+92 321 4014932,"25 Kot Khawaja Saeed, Lahore 54920, Pakistan",74.357565,31.5913567
888,106616,Zanjania Islamic Education,,"China Rd, Lahore, Pakistan",74.3582636,31.5981047
889,106617,The Knowledge School System,+92 312 4780496,"China Rd, Lahore, Pakistan",74.3579525,31.6002819
890,106635,The Punjab School,+92 331 4718854,"Kot Khawaja Saeed, Lahore 54000, Pakistan",74.3600303,31.5909607
891,106663,Government Dar-ul-Furqan Boys High School,,"Begampura, Lahore, Pakistan",74.361729,31.5804914
892,106667,Chiragh Girls School,,"Lahore, Pakistan",74.3624566,31.5828495
893,106679,Ali Hajvairy Acadmy,+92 310 4409902,"Gujjar Pura, Lahore, Pakistan",74.3624129,31.5952569
894,106683,Govt Boys School China Scheem Lahorw,+92 300 8133069,"China Scheme, Lahore, Pakistan",74.3615242,31.6025235
895,106721,The Oxford Grammar School,,"Haq Bahu Rd, Lahore, Pakistan",74.3638211,31.5824325
896,106726,BSM Education System,,"Singhpura, Lahore, Pakistan",74.3640112,31.5837081
897,106731,Madni Primary School,,"Ghaus Park, Lahore, Pakistan",74.3634215,31.5861311
898,106734,The Manchester Grammar School,,"Sher Shah Raod, Lahore, Pakistan",74.3633437,31.5878271
899,106742,City Grammar Schoool,,"Sher Shah Rd, Lahore, Pakistan",74.3630406,31.5881344
900,106744,"Government Technical Training Institute for Women, Gujjarpura, Lahore. (TEVTA)",,"Lahore, Pakistan",74.3633159,31.5904648
901,106745,Kot Khwaja Saeed,+92 333 4184707,"Lahore, Pakistan",74.3637108,31.5919879
902,106746,The Canadian System of Schools,+92 42 37034000,"near wasa tube well haji qamar din park, Main Blvd China Scheme, Lahore, Pakistan",74.3641189,31.591806
903,106756,Daare Arqam,,"China Scheme, Lahore, Pakistan",74.3641383,31.594471
904,106772,The Lahore Lyceum Shalimar Campus,+92 322 4893003,"Main GT Road, G.T. Rd, Lahore, Pakistan",74.3651162,31.5785128
905,106786,Fine English Medium School,,"Afzal Rd, Lahore, Pakistan",74.3659508,31.5859524
906,106804,Islamic Public High School,+92 342 4200007,"Mughalpura, Lahore, Pakistan",74.3662214,31.6003794
907,106808,The Edugates International School,+92 42 36811115,"Wheatman Rd, Lahore, Pakistan",74.36727683,31.57231201
908,106812,Laurel Bank Public School,+92 320 4520552,"Lahore, Pakistan",74.3667423,31.5787036
909,106824,Allied School Baghbanpura Campus,+92 42 36862052,"Singhpura Mor, Lahore, Pakistan",74.367764,31.5788919
910,106825,New English Secondary School,,"Madhu Lal Road, Lahore, Pakistan",74.3678788,31.5794708
911,106836,Safa Model School,+92 42 36880285,"China Scheme, Lahore, Pakistan",74.3676178,31.5954289
912,106838,Govt. Special Education Center,,"College Read, Lahore, Pakistan",74.3672141,31.600636
913,106845,The Educators Sehar Campus,,"Wheatman Rd, Lahore, Pakistan",74.3687564,31.5766799
914,106855,Central Public School,+92 42 36843958,"Bhogiwal Rd, Lahore, Pakistan",74.3681632,31.5802189
915,106867,Kehkashan Foundation,,"Baghbanpura, Lahore, Pakistan",74.3693981,31.5798002
916,106908,Kinder Garten Secondary School,,"GT Rd, Mughalpura, Lahore, Punjab, Lahore, Pakistan",74.37058565,31.57917487
917,106920,The Educators,,"Near Fasal Sweets and Shell Filling Station, G.T. Rd, Lahore, Pakistan",74.3706447,31.5797556
918,106941,THE LITTLE ANGEL GRAMMER SCHOOL,+92 303 4128717,"Lahore, Pakistan",74.3705719,31.5912642
919,106946,Quaid-e-Azam Public High School Atif Park,,"Lahore, Pakistan",74.3701217,31.5972497
920,106954,Arfat Model High School,,"Mughalpura, Lahore, Pakistan",74.3722748,31.5776254
921,106959,"The Educators, Sahar Campus V",+92 42 36825869,"154-GT Road, Baghbanpura، Lahore 54810",74.372617,31.579989
922,106976,Latif Academy Girls High School,,"225, GT Rd, Shalimar Town, Lahore 54030, Pakistan",74.37332,31.58068
923,106978,"Cdg, Bhogewal",,"Lahore, Pakistan",74.372683,31.582553
924,106980,Cdg Boys Primary School Madhoo Lal Hussain,,"Lahore, Pakistan",74.371889,31.584103
925,106985,London Academic Plan School,+92 42 36820633,"14-Post Office Road, Larex Colony Mughalpura, Lahore, Mughalpura Road, Lahore, Pakistan",74.3752742,31.5638781
926,106986,MC Boys High School,,"Mughalpura, Lahore 54000, Pakistan",74.3740833,31.569404
927,106987,Pakistan Railway High School,,"MET 2, Lahore, Pakistan",74.373959,31.5697486
928,106988,GHS CDG Railway Pakkay Quarters Mughalpura,+92 313 4314754,"Humayun Rd, Lahore, Pakistan",74.3741906,31.5696554
929,107002,Imran School System,,"Sehar Rd, Lahore, Pakistan",74.37516975,31.57945352
930,107003,Naveed Foundation High School,,"227, GT Rd, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.3735,31.58078
931,107005,Latif Education High School,,"GT Rd, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.37368,31.58087
932,107007,Stamford Grammar School,+92 42 36870100,"176 G. T. Road, Lahore 24842, Pakistan",74.3743891,31.5807542
933,107009,Ala-Ud-Din Academy,,"Ghoray Shah Rd, Lahore 54000, Pakistan",74.3736783,31.5823011
934,107024,Sharf Foundation High School,,"Baghbanpura, Lahore 54000, Pakistan",74.3737614,31.5819995
935,107025,NCAS ACADEMY,+92 323 4210316,"Baghbanpura, Lahore, Pakistan",74.37479481,31.58143933
936,107040,"Government Girls Middle School, Baghban Pura",,"Baghbanpura, Lahore, Pakistan",74.374919,31.585951
937,107051,Ilyas Institute,,"ilyas institue moghalpora, Lahore, Pakistan",74.3767584,31.5697048
938,107054,Azeem Ground,+92 322 4537379,"Mughalpura, Lahore, Pakistan",74.3754252,31.5737571
939,107055,The Knowledge School Shalamar Campus,+92 42 37009428,"Mughalpura, Lahore, Pakistan",74.3767346,31.5755604
940,107069,Knowledge House School System,,"Baghbanpura, Lahore, Pakistan",74.3755813,31.5821152
941,107140,Government Primary School,,"Dera Chahal, Pakistan",74.4720282,31.4440225
942,107154,Unity Faith Discipline School,+92 300 8057964,"Sharif Pura, Heir, Pakistan",74.4842838,31.4124053
943,107169,Green Earth Roshni School,,"Bedian Rd, Hair, Pakistan",74.4859907,31.4152726
944,107176,Government Girls High School Hair,,"Hair, Pakistan",74.488163,31.4081907
945,107215,Govt High School Heir,,"Government High School Rd, Heir, Pakistan",74.489713,31.4140549
946,107245,Govt Primary school barki,,"Barki Rd, Barki, Pakistan",74.5112675,31.4773397
947,107246,Ikhwan High School Barki,,"Barki Rd, Barki, Pakistan",74.5113295,31.4756858
948,107249,Govt Elementary School,,"Barki Rd, Barki, Lahore 53200, Pakistan",74.51145496,31.47726213
949,107261,TCF School Houston Campus,,"Lahore, Pakistan",74.5325941,31.4707094
950,107272,Government Model Girls High School,+92 307 0010496,"Model Town Circular Rd, Block E, Model Town, Lahore, Punjab، Lahore, Pakistan",74.321734,31.4839515
951,107273,Govt. Junior Model School,+92 300 9856011,"Model Town Circular Rd, Lahore, Pakistan",74.3307031,31.4839869
952,107292,"EFA School, Ittefaq Town Campus",,"Fazal Block, Lahore, Pakistan",74.2539646,31.4938593
953,107297,Ghosia Masjid,+92 333 4774641,"Maraghzar Colony, Lahore, Pakistan",74.253985,31.4974211
954,107324,"30-H, Canalberg Housing Society Multan Rd",,"30-H, Canalberg Housing Society Multan Rd, Lahore, Pakistan",74.25579573,31.48485849
955,107334,"Govt. High School, Hanjarwal, Lahore",,"Hanjarwal, Lahore, Pakistan",74.2552423,31.4864876
956,107337,Hajveri Lyceum,+92 42 37492504,"Ittefaq Town, Lahore, Pakistan",74.2555149,31.4924367
957,107339,Pakistan Foundation Girls Secondary School,+92 346 6778870,"Ittefaq Town, Lahore, Pakistan",74.2559105,31.4929959
958,107342,Al-Mairage School System,,"Lahore, Pakistan",74.2550683,31.4969171
959,107345,Punjab English Grammar School,,"Lahore, Pakistan",74.2558247,31.4982207
960,107347,Faisal Comprehensive Secondary School,,"Lahore, Pakistan",74.2562632,31.498462
961,107348,Ali Grammar School System & Academy,+92 321 7244218,"Lahore, Pakistan",74.2562498,31.4986598
962,107360,"Government Vocational Training Institute, Awan Town, Lahore",,"Madina Block, Lahore, Pakistan",74.2564208,31.5036959
963,107362,The Salient Academy,+92 321 7258609,"56 m block, Lahore, Pakistan",74.2550297,31.5046267
964,107364,Dresden School & Girls Academy,+92 308 7022234,"32-b Mustafa Park، Multan Road، Lahore, Pakistan",74.2557824,31.5039992
965,107403,"Bilal Ideal Home School, Gosha-e-Ahbab",,"Habib Park Main St, Lahore, Pakistan",74.258177,31.4977885
966,107406,Al Hudaa Public School,,"Lahore, Pakistan",74.2582601,31.4997232
967,107410,Blooming Flower Grammar School,,"Hajvery Rd, Lahore, Pakistan",74.2576821,31.4998868
